Contract Number,Contractor,Address,Phone,Email,Web Address,SAM UEI,NAICS,Socio-Economic,Current Option Period End Date,Ultimate Contract End Date,Govt. POC Name,Govt. POC Phone,Govt. POC Email,Contract Clauses Link,EPLS Status,Terms & Conditions Link
GS-35F-423GA,AERO-GRAPHICS INC,"40 W OAKLAND AVE, SOUTH SALT LAKE, UT 84115-3007",801-487-3273,kfrancis@aero-graphics.com,http://www.aero-graphics.com/,EUC4ANPYLH66,541519,"May 2, 2027","May 2, 2037","Amy Powell
817-239-2716
amy.powell@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS35F423GA/GS35F423GA_online.htm
47QTCA25D006F,ANZENA SYSTEMS LLC,"101 JEFFERSON DR STE 227B, MENLO PARK, CA 94025-1114",(650)622-5414,dmsnyder@anzenasystems.com,http://www.anzenasystems.com/,SXXGADSJWXF5,334111,"Mar 11, 2030","Mar 11, 2045","Kelvin Aiken
202-969-7574
kelvin.aiken@gsa.gov",,,
47QTCA18D00AR,1 SYNC TECHNOLOGIES LLC,"8150 OLD FEDERAL RD, MONTGOMERY, AL 36117-8007",334-219-3921,govt@1synctech.com,http://www.1synctech.com/,SHKSNU48JHZ7,541511,"Apr 17, 2028","Apr 17, 2038","Monique Holeman
202-486-2768
monique.holeman@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA18D00AR/47QTCA18D00AR_online.htm
"47QRAA20D0002
47QTCB21D0008","AEROBODIES FITNESS COMPANY, INC.","950 N WASHINGTON ST, SUITE 347, ALEXANDRIA, VA 22314-1534",703-820-0217,franb@aerobodies.com,http://www.aerobodies.com/,YLTRNDMMWM79,541611,"Oct 3, 2029","Oct 3, 2039","Melissa White
443-761-1705
melissa.white@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA20D0002/47QRAA20D0002_online.htm
47QRCA25DS767,AOC APPLIED SOLUTIONS LLC,"12020 SUNRISE VALLEY DR STE 144, RESTON, VA 20191-3429",,dthomas@aocwins.com,,PW5TPCMYC1J3,541715,"Dec 18, 2029",,"Jeffrey Medina
817-201-2815
jeffrey.medina@gsa.gov",,,
"36F79719D0044
36F79719D0052","101 MOBILITY, LLC","5221 OLEANDER DRIVE, WILMINGTON, NC 28403",910-350-2755,mbaker@101mobility.com,http://101mobility.com/,JBPBLDUK4NV7,,"Dec 31, 2028",,"BRIGHT OPPONG
(708)786-5854
bright.oppong@va.gov",,,https://www.gsaadvantage.gov/ref_text/36F79719D0044/36F79719D0044_online.htm
47QSWA18D005A,AEROCLAVE LLC,"4001 FORSYTH RD, WINTER PARK, FL 32792-6833",407-960-7836,mquinoy@aeroclave.com,http://www.aeroclave.com/,RNSCB3JB1FB7,332999,"May 31, 2028","May 31, 2038","Nakii Junior
816-926-7427
nakii.junior@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QSWA18D005A/47QSWA18D005A_online.htm
GS-35F-0826R,"AOC CONNECT, LLC","19955 HIGHLAND VISTA DR STE 175, ASHBURN, VA 20147-2699",7033455757,dthomas@aocconnect.com,http://www.aocconnect.com/,MN4TNLZQHK45,541519,"Aug 30, 2025","Aug 30, 2025","Kelvin Aiken
202-969-7574
kelvin.aiken@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS35F0826R/GS35F0826R_online.htm
47QTCA23D00B1,1013 ENTERPRISE L.L.C.,"609 H ST NE STE 414, WASHINGTON, DC 20002-7184",2022853320,eseifu@1013enterprise.com,http://1013enterprise.com/,GJKBB1JMY481,541512,"Jul 10, 2028","Jul 10, 2043","Ontario Washington
202-969-7458
ontario.washington@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA23D00B1/47QTCA23D00B1_online.htm
"47QRCA24DV341
47QRCA25DS132
47QRCA25DU641","AERODYNE INDUSTRIES, LLC
DBA: AERODYNE INDUSTRIES LLC","8910 ASTRONAUT BLVD STE 208, CAPE CANAVERAL, FL 32920-4424",(727)480-3188,aa@aerodyneindustries.com,http://www.aerodyneindustries.com/,KNQNM2J4BDW6,541715,"Sep 29, 2029",,"Amanda Wesson
000-000-0000
amanda.wesson@gsa.gov",,,
47QRAA20D005S,"AOC SOLUTIONS, INC","11350 RANDOM HILLS RD STE 400, FAIRFAX, VA 22030-7421",703-994-9940,AUDREY.MOLINARI@AOCSOLUTIONS.COM,http://www.aocsolutions.com/,DU4CLF8P4XL9,541219,"Apr 20, 2030","Apr 20, 2040","Faye Webb
404-562-0594
faye.webb@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA20D005S/47QRAA20D005S_online.htm
47QSEA20D003B,"10GFEDSUPPLY, LLC","19501 W CATAWBA AVE STE 270, CORNELIUS, NC 28031-4067",412-298-7055,pbollinger@10gfs.com,http://10gfedsupply.com/,EEZ3VAARSK96,322121,"Jan 12, 2030","Jan 12, 2040","Marlene Teekell
850-247-2769
marlene.teekell@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QSEA20D003B/47QSEA20D003B_online.htm
47QSMS25D0077,AEROFORCE LOGISTICS LLC,"620 E VIENNA AVE, MILWAUKEE, WI 53212-1637",(414)944-0850,heatherv@aeroforcelogistics.com,http://www.aeroforcelogistics.com/,CJMMHN6BBMR7,335132,"Apr 8, 2030","Apr 8, 2045","Stanley G. Hutchinson
703-605-9228
stan.hutchinson@gsa.gov",,,
47QRAA21D0072,"AON CONSULTING, INC.","2001 K ST NW STE 625N, WASHINGTON, DC 20006-1069",202-429-8593,leslie.austin@aon.com,http://www.aon.com/federal,SFE8M7RF4A37,541611,"Jun 23, 2026","Jun 23, 2041","Tyease S. Fuller
253-561-8474
tyease.fuller@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA21D0072/47QRAA21D0072_online.htm
47QTCA18D00H9,"10NOVATE, INC.","605 N LINCOLN ST, ARLINGTON, VA 22201-2308",571-228-6543,tricia.iveson@10novate.com,http://www.10novate.com/,ELHDQLWTSNB7,541511,"Aug 14, 2028","Aug 14, 2038","Andrew Vela
956-391-8856
andrew.vela@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA18D00H9/47QTCA18D00H9_online.htm
47QSMS25D0010,"AERONIX, INC.","1775 W HIBISCUS BLVD, MELBOURNE, FL 32901-2620",321-984-1671,kcampbell@aeronix.com,http://www.aeronix.com/,JKV4JFYBJAW5,334511,"Oct 29, 2029","Oct 29, 2044","Melanie Foster
302-657-9289
melanie.foster@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QSMS25D0010/47QSMS25D0010_online.htm
47QSEA23D0031,"AOPD, INC.","2101 SARDIS RD N STE 206B, CHARLOTTE, NC 28227-7711",630-761-0600,shelley@aopd.com,https://aopd.com/,L5LFDXVM82Y5,322230,"Apr 13, 2028","Apr 13, 2043","Piotr Ulazka
212-577-8611
piotr.ulazka@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QSEA23D0031/47QSEA23D0031_online.htm
47QSWA21D001S,"11400, INC.","2551 HORSESHOE RD, LANCASTER, PA 17601-5939",7172080593,kmartin@11400llc.com,http://www.11400llc.com/,U9PKUDH7SPX6,333241,"Jan 14, 2026","Jan 14, 2041","James Watkins
817-850-8194
james.watkins@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QSWA21D001S/47QSWA21D001S_online.htm
47QRAA19D0063,"AEROSOL MONITORING & ANALYSIS, INC.","1331 ASHTON RD STE A, HANOVER, MD 21076-3157",410-684-3327,twoerner@amaconsulting.com,http://www.amaconsulting.com/,MHLXKMT8AMJ3,541620,"Mar 17, 2029","Mar 17, 2039","Zandria Pitts
202-969-7666
zandria.pitts@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA19D0063/47QRAA19D0063_online.htm
36F79719D0186,"AOTI, INC.","3512 SEAGATE WAY, SUITE 100, OCEANSIDE, CA 92056",(760)431-4700,Mike.Griffiths@aotinc.net,http://www.aotinc.net/,MDP6B9JB2VB1,,"Jun 14, 2029",,"ROBERTO RAMIREZ
(708)786-4988
roberto.ramirez@va.gov",,,https://www.gsaadvantage.gov/ref_text/36F79719D0186/36F79719D0186_online.htm
"47QRCA24DV153
GS-10F-098CA
47QRCA25DS002",11TH HOUR SEARCH LLC,"3110 FAIRVIEW PARK DR, STE 1200, FALLS CHURCH, VA 22042-4503",(301)547-1782,alin@11thhourservice.com,http://www.11thhourservice.com/,MKTEN9W6B3J5,336611,"Sep 29, 2029",,"Cassandra Allen
406-640-7940
cassandra.allen@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS10F098CA/GS10F098CA_online.htm
GS-00F-312DA,"AEROSPACE BUSINESS DEVELOPMENT ASSOCIATES, INC.","3100 PRESIDENTIAL DR, STE 200, FAIRBORN, OH 45324-7139",9373181640,lance.chenault@abdainc.com,http://abdainc.com/,VFDNTZK29MK2,541330,"Sep 28, 2026","Sep 28, 2036","Trinity Fuller
202-969-5865
trinity.fuller@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS00F312DA/GS00F312DA_online.htm
47QTCB21D0177,"AP&O SOLUTIONS, LLC","613 NW LOOP 410 STE 200, SAN ANTONIO, TX 78216-5502",(205)317-0827,travisgriffin@optechs-inc.com,,J5VJSWUSE6A6,541512,"Jul 1, 2026",,"Jean E Fluevog
816-823-2660
jean.fluevog@gsa.gov",,,http://www.gsa.gov/stars3
GS-07F-078GA,"17TH ST PHOTO SUPPLY, INC.","1168 WANTAGH AVE, WANTAGH, NY 11793-2110",516-500-3605,aj@17photo.com,https://www.17photo.com/,XH64RBKUYEK3,334220,"Feb 28, 2027","Feb 28, 2037","Georgette Destine
212-264-3541
georgette.destine@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS07F078GA/GS07F078GA_online.htm
47QRAA22D005H,AEROTECH MAPPING INC,"3285 N FORT APACHE RD # 110, LAS VEGAS, NV 89129-0200",520-561-6537,timburrows@atmlv.com,http://www.atmlv.com/,J34PH4CCSMJ4,541370,"Feb 13, 2027","Feb 13, 2042","Carlus Brown
404-215-6761
carlus.brown@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA22D005H/47QRAA22D005H_online.htm
47QTCA24D003C,"APAL SOLUTIONS, LLC","449 WINCHESTER DR, CHAMBERSBURG, PA 17202-7013",7172296918,apallavaram@apalsolutions.net,https://www.apalsolutions.net/,GDK9S6QFADA6,541519,"Dec 26, 2028","Dec 26, 2043","Matrese Newman
202-372-7169
matrese.newman@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA24D003C/47QTCA24D003C_online.htm
"GS-35F-333DA
47QTCB22D0132","1800ADMIN, LLC","22522 WELBORNE MANOR SQ, ASHBURN, VA 20148-3144",7039890958,sammy@1800admin.com,http://www.1800admin.com/,KA22XCE5K4Y8,541511,"Jun 1, 2026","Jun 1, 2036","Deborah M. McCray
703-605-2734
deborah.mccray@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS35F333DA/GS35F333DA_online.htm
47QRAA25D003S,"AERY AVIATION, LLC","1009 PROVIDENCE BLVD, NEWPORT NEWS, VA 23602-8701",757-761-2727,swalton@aeryaviation.com,http://www.aeryaviation.com/,N5XVKBBXW7L1,541715,"Jan 14, 2030","Jan 14, 2045","Freddie Bellamy
202-969-7610
freddie.bellamy@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA25D003S/47QRAA25D003S_online.htm
47QTCA23D00D5,"APAU, LLC","16414 TORTOLA DR, ACCOKEEK, MD 20607-3370",3017060583,e@mechanicode.io,https://mechanicode.io/,NB44QDCXVRK7,541511,"Aug 23, 2028","Aug 23, 2043","August Mccarthy
202-839-7364
august.mccarthy@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA23D00D5/47QTCA23D00D5_online.htm
47QRAA25D004Y,"1801 CONSULTING, LLC","23743 CLARKSMEADE DR., CLARKSBURG, MD 20871-4344",301-237-8731,juan@1801consulting.com,http://www.1801creates.com/,EFXSNRHGSXN5,541511,"Feb 4, 2030","Feb 4, 2045","Tashonna Gordon
618-975-1016
tashonna.gordon@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA25D004Y/47QRAA25D004Y_online.htm
GS-07F-0358V,AES CORPORATION,"285 NEWBURY ST, PEABODY, MA 01960-7469",978-535-7310,msherman@aes-corp.com,http://www.aes-security.com/,J3A6JX4KGN56,334290,"Jun 7, 2029","Jun 7, 2029","Jonathan L. Woodcock
817-850-8373
jonathan.woodcock@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS07F0358V/GS07F0358V_online.htm
GS-30F-0015U,APC EQUIPMENT & MANUFACTURING INC,"7291 S FRANCES AVE, TUCSON, AZ 85756-9704",520-975-7464,kris@apcequipment.com,http://www.apcequipment.com/,DN78DG8PV1Q5,336212,"Apr 7, 2028","Apr 7, 2028","Patti Fay
347-331-7950
patricia.fay@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS30F0015U/GS30F0015U_online.htm
GS-35F-0617W,"1901 GROUP, LLC","1750 PRESIDENTS ST, RESTON, VA 20190-5617",571-526-7840,Michael.L.Dinkins@leidos.com,http://www.1901group.com/,PTMRDGJPKHD5,541519,"Sep 1, 2030","Sep 1, 2030","Kelvin Aiken
202-969-7574
kelvin.aiken@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS35F0617W/GS35F0617W_online.htm
47QRAA22D00DR,AES GROUP INC,"11031 S PIKES PEAK DR STE 202, PARKER, CO 80138-7360",303-841-3922,clbenson@aes-grp.com,http://www.aes-grp.com/,KXGTQ3BY1XB8,541330,"Aug 17, 2027","Aug 17, 2042","Connor Theisen
253-441-7042
connor.theisen@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA22D00DR/47QRAA22D00DR_online.htm
47QSMA19D08QA,"APCO GRAPHICS, INC.","388 GRANT ST SE, ATLANTA, GA 30312-2227",404-688-9000,gpearson@apcosigns.com,http://www.apcosigns.com/,LC62KRR8ERV9,339950,"Jun 23, 2029","Jun 23, 2039","Steve Dacunha
215-446-4787
steve.dacunha@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QSMA19D08QA/47QSMA19D08QA_online.htm
47QTCA23D001U,1A1 INNOVATIONS LLC,"12901 GULF LN, UNIT 503, MADEIRA BEACH, FL 33708-2682",443-251-6216,SanthoshJ@1a1innovations.com,http://https//www.1a1innovations.com/,YHM7X54WSLT1,541512,"Nov 22, 2027","Nov 22, 2042","Joseph Colwell
816-614-0918
joseph.colwell@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA23D001U/47QTCA23D001U_online.htm
GS-07F-0421T,AES SYSTEMS INC,"1167 N 450 W, SPRINGVILLE, UT 84663-3044",8014913804,karlp@aessystems.com,http://www.aessystems.com/,JLKPWJFX65Z3,334512,"May 31, 2027","May 31, 2027","Tiffany S. Jolly
817-585-2714
tiffany.jolly@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS07F0421T/GS07F0421T_online.htm
47QTCA21D0009,"APELON, INC.","75 SGT WILLIAM B TERRY DR, STE 2005, HINGHAM, MA 02043-1518",2034312530,accounting@apelon.com,http://www.apelon.com/,TKLNE7C6REW4,511210,"Oct 4, 2025","Oct 4, 2040","Patricia Blaise
484-501-4666
patricia.blaise@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA21D0009/47QTCA21D0009_online.htm
47QTCB22D0019,"1AGILE TECHNOLOGIES, LLC","60 COMMERCE ST STE 320, MONTGOMERY, AL 36104-3683",(334)532-3663,STARS3@1agiletech.com,http://www.1agiletech.com/,S4DHGCQ7FM94,541512,"Jul 1, 2026",,"Anthony D. Russell
913-415-4744
anthony.d.russell@gsa.gov",,,http://www.gsa.gov/stars3
GS-35F-653GA,AESA CONSULTING LLC,"19875 EVERGREEN MILLS RD, LEESBURG, VA 20175-8740",(703)309-1750,aalexander@aesaconsulting.com,http://www.aesaconsulting.com/,LEUWY1TYUX43,541511,"Sep 6, 2027","Sep 6, 2037","Patricia Blaise
484-501-4666
patricia.blaise@gsa.gov",,,
47QTCA20D00EY,"APERIA SOLUTIONS, INC.","14881 QUORUM DR, FL 6, DALLAS, TX 75254-6781",(888)302-0296,asisson@aperia.com,http://www.aperia.com/,JCTZTXCNX729,541511,"Sep 13, 2025","Sep 13, 2040","Kelli Holmes
202-213-7345
kelli.holmes@gsa.gov",,,
47QTCB22D0414,1ALPHASTARS3 LLC,"11756 PINDELL CHASE DR, FULTON, MD 20759-9704",(301)395-7347,rfloura@rjitsolutions.com,,HQ1MYMNEZ3L4,541512,"Jul 1, 2026",,"Anthony D. Russell
913-415-4744
anthony.d.russell@gsa.gov",,,http://www.gsa.gov/stars3
GS-35F-693GA,AET FEDERAL INC.,"8500 LEESBURG PIKE STE 207, VIENNA, VA 22182-2409",301-693-2923,kamro@aetfederal.com,http://www.aetfederal.com/,KNXFCJTZ4M36,541512,"Sep 25, 2027","Sep 25, 2037","Aaron Williams
804-944-1938
aaron.williams@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS35F693GA/GS35F693GA_online.htm
47QTCA23D007Z,APERIO GLOBAL LLC,"11710 PLAZA AMERICA DR, STE 2000, RESTON, VA 20190-4743",571-464-0820,ebohrer@aperioglobal.com,http://www.aperioglobal.com/,EAXMYAR1KRA8,541511,"May 3, 2028","May 3, 2043","Rosa Vega
728-218-5863
rosa.vega@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA23D007Z/47QTCA23D007Z_online.htm
47QRAA24D007Y,"1BF GROUP, LLC","1806 WINSTON DR, HAGERSTOWN, MD 21740-6781",(202)495-2902,michault@sidemgroup.com,http://www.1bfgroup.com/,KB5AU3K4MTS5,561920,"May 8, 2029","May 8, 2044","Denise Nenichka
202-969-7625
denise.nenichka@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA24D007Y/47QRAA24D007Y_online.htm
47QTCA23D0081,AETOS LLC,"5310 STATICE HUNT, SAN ANTONIO, TX 78253-5623",210-687-7230,mnegrete@aetosllc.com,http://www.aetosllc.com/,FXEHYJUAZHA4,541511,"May 3, 2028","May 3, 2043","Tiffany Spencer
404-526-3166
tiffany.spencer@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA23D0081/47QTCA23D0081_online.htm
"47QRAA22D0029
47QRCA25DS782","APERTURE SOLUTIONS GROUP, INC.","1800 ALEXANDER BELL DR STE 100, RESTON, VA 20191-4385",404-277-9784,Cameron.raithel@aperturesg.com,http://www.aperturesg.com/,ZFVHNRDDJTP3,541611,"Nov 16, 2026","Nov 16, 2041","Marie Porrazzo
253-561-8473
marie.porrazzo@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA22D0029/47QRAA22D0029_online.htm
47QTCA22D009Q,1CLICKSECURITY LLC,"1650 KING STREET, STE 325, ALEXANDRIA, VA 22314-2747",(202)718-8860,lbryan@gsafederalsolutions.com,http://www.1clicksecurity.com/,KCDLYN52DE67,541511,"Jun 16, 2027","Jun 16, 2042","Collin Farquhar
617-283-4650
collin.farquhar@gsa.gov",,,
GS-35F-555GA,AETOS SYSTEMS INC,"1525 PERIMETER PKWY NW, STE 115, HUNTSVILLE, AL 35806-3575",256-509-3275,david.mcdonald@aetossystems.com,http://www.aetossystems.com/,KR22CJQRBMN1,541519,"Jul 18, 2027","Jul 18, 2037","Isabelle Richards
617-416-7197
isabelle.richards@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS35F555GA/GS35F555GA_online.htm
"47QRAA22D0089
47QRCA25DS787
47QRCA24DV252","APEX ANALYTICS GROUP, INC.","205 S 5TH ST, LEAVENWORTH, KS 66048-2602",(913) 250-5588,jeff.from@apexanalyticsgroup.com,http://www.apexanalyticsgroup.com/,N52UGU9YKDD1,541690,"Apr 11, 2027","Apr 11, 2042","Adrauna Kelley
253-931-7167
adrauna.kelley@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA22D0089/47QRAA22D0089_online.htm
47QTCA22D003V,"1CYBERFORCE, LLC","950 HERNDON PKWY STE 410, HERNDON, VA 20170-5537",5714498815,krish@yakshna.com,http://www.1cyberforce.com/,FKW1ZBZ2PAC2,541511,"Jan 25, 2027","Jan 25, 2042","Alonte Williams
202-215-2694
alonte.williams@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA22D003V/47QTCA22D003V_online.htm
47QTCB22D0553,AETOTECH LLC,"200 W SAHARA AVE, UNIT 601, LAS VEGAS, NV 89102-5098",(703)203-6884,nicole.felise@aetotech.net,http://www.aetotech.net/,YYL7YH8HUDJ5,541512,"Jul 1, 2026",,"Anthony D. Russell
913-415-4744
anthony.d.russell@gsa.gov",,,http://www.gsa.gov/stars3
47QTCA24D00GD,APEX COLLABORATIVE TECHNOLOGIES LLC,"5520 RESEARCH PARK DRIVE, SUITE, BALTIMORE, MD 21228-4851",240-389-4194,keith@apexcollabtech.com,https://www.apexcollabtech.com/,ECHLPGB2X6V3,541519,"Sep 22, 2029","Sep 22, 2044","chaquitiadcobbins
202-501-1808
chaquitia.cobbins@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA24D00GD/47QTCA24D00GD_online.htm
47QREA21D000W,"1FORCE SECURE SOLUTIONS, LLC","1 CARDINAL RD STE 7, HILTON HEAD ISLAND, SC 29926-3780",770-286-0696,mburke@1force.com,http://www.1force.com/,ZJHVLF989SX6,561611,"May 31, 2026","May 31, 2041","Khoung J. Chang
253-931-7916
khoung.chang@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QREA21D000W/47QREA21D000W_online.htm
36F79718D0552,"AETREX, INC","414 ALFRED AVENUE, TEANECK, NJ 07666",800-526-2739,aessig@aetrex.com,http://www.aetrex.com/,MY2JHE7MLEQ6,,"Aug 14, 2028",,"AMY MARCHESE-ROSARIO
(708)786-5918
amy.marchese-rosario@va.gov",,,https://www.gsaadvantage.gov/ref_text/36F79718D0552/36F79718D0552_online.htm
36F79725D0027,"APEX FOOT HEALTH INDUSTRIES, LLC","4825 EAST INGRAM STREET, MESA, AZ 85205",205-876-6824,troy.white@ohi.net,https://apexfoot.com/,SG6GVL279T46,,"Dec 31, 2029",,"MICHAEL LOOP
(708)786-5153
michael.loop@va.gov",,,https://www.gsaadvantage.gov/ref_text/36F79725D0027/36F79725D0027_online.htm
47QRAA24D00C6,"1PRO MEDIA INC., II","3810 SW 6TH AVE, CAPE CORAL, FL 33914-5313",8434331062,robert@itzmediagroup.com,http://www.1pro.com/,SBBSFEEGF2N9,512110,"Aug 14, 2029","Aug 14, 2044","Alana Nweke
202-899-0837
alana.nweke@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA24D00C6/47QRAA24D00C6_online.htm
47QRCA25DU700,"AEVEX AEROSPACE, LLC","440 STEVENS AVE STE 150, SOLANA BEACH, CA 92075-2058",(904)738-7190,wmiller@aevex.com,http://www.aevex.com/,LL8SH4DDJSK6,541350,"Apr 14, 2030",,"Travia Thomas
817-850-8177
travia.thomas@gsa.gov",,,
"47QTCA20D00B0
47QTCB21D0065",APEX INFINITE SOLUTIONS LLC,"8801 N MERIDIAN ST STE 209, INDIANAPOLIS, IN 46260-5315",317-974-0382,govt@aisllp.com,http://aisllp.com/,KCMLKQPCJ2K8,541512,"Jun 7, 2025","Jun 7, 2040","Keith A. George
210-306-2349
keith.george@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA20D00B0/47QTCA20D00B0_online.htm
"47QTCA20D00AW
47QTCB22D0453","1PROSPECT TECHNOLOGIES, LLC","3215 W STATE ST, STE 309A, MILWAUKEE, WI 53208-3364",210-714-1352,lorene.reeder@1prospect.com,http://www.1prospect.com/,GX2WMLVX8JH9,541512,"Jun 4, 2025","Jun 4, 2040","Gail Smith
770-240-0603
gail.smith@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA20D00AW/47QTCA20D00AW_online.htm
47QTCA25D0035,AEX DIGITAL LLC,"7315 WISCONSIN AVE, STE 900W, BETHESDA, MD 20814-3213",202-792-1171,contracts@aexdigital.net,https://aexdigital.net/,WGEHQ9KXXVJ6,541519,"Dec 12, 2029","Dec 12, 2044","Kounthea Richards
202-357-5839
kounthea.richards@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA25D0035/47QTCA25D0035_online.htm
36F79721D0118,"APEX INTEGRATED DISTRIBUTION, LL","2372 MORSE AVE., SUITE 162, IRVINE, CA 92614",714-481-0192,Chris.Hancock@Apexid.net,http://www.apexid.net/,JYL9EM912YK7,,"Feb 28, 2026",,"GABRIELA WILLIAMS
(708)786-4970
gabriela.williams@va.gov",,,https://www.gsaadvantage.gov/ref_text/36F79721D0118/36F79721D0118_online.htm
GS-10F-0291U,1SPATIAL INC,"8614 WESTWOOD CENTER DR STE 350, VIENNA, VA 22182-2268",5126945416,jennifer.whitney@1spatial.com,http://1spatial.com/,HJZQJHWNMJM3,541620,"Jul 17, 2028","Jul 17, 2028","Tyease S. Fuller
253-561-8474
tyease.fuller@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS10F0291U/GS10F0291U_online.htm
"47QRCA25DU009
47QTCA20D00AN",AEYON LLC,"8618 WESTWOOD CENTER DR STE 240, VIENNA, VA 22182-2222",(301)213-6349,wsstapleton@aeyon.us,,DHBKJ6ECNAK4,541350,"Dec 5, 2029",,"Trisha Brinton
448-202-2057
trisha.brinton@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA20D00AN/47QTCA20D00AN_online.htm
47QTCA22D00A2,APEX LOGIC INC,"885 TAHOE BLVD STE 9, INCLINE VILLAGE, NV 89451-9408",3015261043,mike.vaidya@apexlogic.com,http://www.apexlogic.com/,N1FXKRFNDN37,541511,"Jun 28, 2027","Jun 28, 2042","August Mccarthy
202-839-7364
august.mccarthy@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QTCA22D00A2/47QTCA22D00A2_online.htm
GS-35F-106AA,1ST ALL FILE RECOVERY USA INC,"3570 WARRENSVILLE CENTER RD STE, SHAKER HEIGHTS, OH 44122-5210",800-882-7172,GSA@DATARETRIEVAL.COM,http://www.dataretrieval.com/,RJ49FLY8EUH5,541519,"Dec 14, 2027","Dec 14, 2032","Jordan Trujillo
760-681-9409
jordan.trujillo@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/GS35F106AA/GS35F106AA_online.htm
47QRAA24D000X,"AF 1 PROTECTIVE AGENCY, INC.","55 WESTON RD STE 208, WESTON, FL 33326-1170",(954)645-2643,jacques@af1protectiveagency.com,https://www.af1protectiveagency.com/,YA4ETCVTYN93,541611,"Nov 8, 2028","Nov 8, 2043","Phyllis Maben
303-236-1366
phyllis.maben@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QRAA24D000X/47QRAA24D000X_online.htm
47QSWA22D0005,APEX MODULAR GROUP LLC,"4626 STOCKPORT CIR, DUBLIN, OH 43016-8290",469-715-7693,joe@apexmodulargroup.com,http://www.apexmodulargroup.com/,QQ3MLMMGD235,532490,"Oct 5, 2026","Oct 5, 2041","Tanika Carroll
817-978-0430
tanika.carroll@gsa.gov",,,https://www.gsaadvantage.gov/ref_text/47QSWA22D0005/47QSWA22D0005_online.htm
36F79722D0024,1ST AMERICAN MEDICAL DISTRIBUTOR,"151 HERITAGE PARK DRIVE, SUITE 201, MURFREESBORO, TN 37129",6159041263,bryce@1st-amd.com,http://www.1st-amd.com/,NG4FRBLDG6V1,,"Nov 30, 2026",,"MONICA THOMPSON
(708)786-7737
monica.thompson@va.gov",,,https://www.gsaadvantage.gov/ref_text/36F79722D0024/36F79722D0024_online.htm
